,state,college,cases,college_size_category,distance_educ_offered,admissions_total,freshmen_enrollment,admissions_men,admissions_women,number_freshmen_submitting_sat,number_freshmen_submitting_act,sat_ebrw_25,sat_ebrw_75,sat_math_25,sat_math_75,act_comp_25,act_comp_75,act_english_25,act_english_75,act_math_25,act_math_75,football_conference,region,status_reopening,stay_at_home_order,large_gatherings,restaurant_limits,bar_closures,face_coverings,class_plan,total_enrollment,percent_infected,greater_than_5
110,California,"University of California, Los Angeles",712.0,5.0,1.0,13720.0,5920.0,5933.0,7787.0,4802.0,2718.0,650.0,740.0,650.0,790.0,29.0,35.0,28.0,35.0,27.0,34.0,Pacific-12 Conference,West,New Restrictions Imposed,Statewide,All Gatherings Prohibited,Newly Closed to Dine-in Service,Closed,Required for General Public,Primarily online,44537,0.01598670768125379,0
111,California,"University of California, Merced",45.0,3.0,1.0,18294.0,2105.0,8008.0,10286.0,2020.0,987.0,500.0,590.0,500.0,590.0,19.0,25.0,17.0,22.0,18.0,24.0,Not applicable,West,New Restrictions Imposed,Statewide,All Gatherings Prohibited,Newly Closed to Dine-in Service,Closed,Required for General Public,Primarily online,8544,0.0052668539325842695,0
112,California,"University of California, Riverside",162.0,5.0,1.0,27984.0,4766.0,12056.0,15928.0,4464.0,1646.0,570.0,650.0,560.0,680.0,23.0,30.0,21.0,29.0,21.0,28.0,Not applicable,West,New Restrictions Imposed,Statewide,All Gatherings Prohibited,Newly Closed to Dine-in Service,Closed,Required for General Public,Primarily online,23922,0.006772009029345372,0
113,California,"University of California, San Diego",720.0,5.0,0.0,31200.0,6015.0,14326.0,16874.0,5361.0,2340.0,620.0,710.0,630.0,780.0,26.0,34.0,25.0,34.0,25.0,33.0,Not applicable,West,New Restrictions Imposed,Statewide,All Gatherings Prohibited,Newly Closed to Dine-in Service,Closed,Required for General Public,Primarily online,37887,0.019003879958824927,0
114,California,"University of California, Santa Barbara",33.0,5.0,1.0,27626.0,4935.0,11715.0,15911.0,4288.0,1828.0,620.0,710.0,610.0,770.0,27.0,34.0,25.0,34.0,26.0,32.0,Not applicable,West,New Restrictions Imposed,Statewide,All Gatherings Prohibited,Newly Closed to Dine-in Service,Closed,Required for General Public,Primarily online,25976,0.0012704034493378504,0
115,California,"University of California, Santa Cruz",69.0,4.0,1.0,28629.0,3712.0,12825.0,15804.0,3231.0,1292.0,600.0,670.0,600.0,710.0,26.0,32.0,24.0,32.0,24.0,29.0,Not applicable,West,New Restrictions Imposed,Statewide,All Gatherings Prohibited,Newly Closed to Dine-in Service,Closed,Required for General Public,Primarily online,19700,0.00350253807106599,0
116,California,University of La Verne,0.0,3.0,1.0,3763.0,495.0,1355.0,2408.0,452.0,102.0,520.0,600.0,520.0,590.0,19.0,24.0,18.0,25.0,17.0,23.0,Southern California Intercollegiate Athletic Conference,West,New Restrictions Imposed,Statewide,All Gatherings Prohibited,Newly Closed to Dine-in Service,Closed,Required for General Public,Primarily in person,8064,0.0,0
117,California,University of Redlands,12.0,2.0,1.0,3531.0,723.0,1429.0,2102.0,546.0,176.0,540.0,640.0,530.0,630.0,23.0,28.0,22.0,29.0,20.0,26.0,Southern California Intercollegiate Athletic Conference,West,New Restrictions Imposed,Statewide,All Gatherings Prohibited,Newly Closed to Dine-in Service,Closed,Required for General Public,Fully online,4598,0.0026098303610265334,0
118,California,University of San Diego,234.0,3.0,1.0,6697.0,1142.0,2499.0,4198.0,788.0,489.0,600.0,680.0,590.0,690.0,26.0,31.0,26.0,33.0,24.0,29.0,Pioneer Football League,West,New Restrictions Imposed,Statewide,All Gatherings Prohibited,Newly Closed to Dine-in Service,Closed,Required for General Public,Primarily online,9073,0.025790807891546346,0
119,California,University of San Francisco,17.0,4.0,1.0,14086.0,1293.0,4470.0,9616.0,1013.0,446.0,570.0,660.0,560.0,670.0,23.0,29.0,23.0,32.0,22.0,28.0,Not applicable,West,New Restrictions Imposed,Statewide,All Gatherings Prohibited,Newly Closed to Dine-in Service,Closed,Required for General Public,Fully online,10713,0.0015868570895174088,0
120,California,University of Southern California,808.0,5.0,1.0,7558.0,3168.0,3535.0,4023.0,2138.0,1337.0,670.0,740.0,690.0,790.0,31.0,34.0,32.0,35.0,28.0,34.0,Pacific-12 Conference,West,New Restrictions Imposed,Statewide,All Gatherings Prohibited,Newly Closed to Dine-in Service,Closed,Required for General Public,Primarily online,47310,0.017078841682519552,0
121,California,University of the Pacific,10.0,3.0,0.0,8592.0,808.0,3272.0,5320.0,690.0,248.0,550.0,660.0,570.0,700.0,23.0,31.0,22.0,33.0,22.0,30.0,Not applicable,West,New Restrictions Imposed,Statewide,All Gatherings Prohibited,Newly Closed to Dine-in Service,Closed,Required for General Public,Fully online,6493,0.0015401201293700909,0
122,California,Westmont College,10.0,2.0,0.0,1992.0,406.0,692.0,1300.0,308.0,176.0,560.0,670.0,540.0,660.0,21.0,30.0,22.0,33.0,20.0,29.0,Not applicable,West,New Restrictions Imposed,Statewide,All Gatherings Prohibited,Newly Closed to Dine-in Service,Closed,Required for General Public,Hybrid,1277,0.007830853563038372,0
124,Colorado,Adams State University,108.0,2.0,1.0,1749.0,399.0,711.0,1038.0,284.0,118.0,450.0,550.0,440.0,540.0,17.0,22.0,15.0,21.0,16.0,22.0,Rocky Mountain Athletic Conference,West,New Restrictions Imposed,Lifted,>25_prohibited,Reopened to Dine-in Service with Capacity Limits,Closed,Required for General Public,Hybrid,3110,0.03472668810289389,0
128,Colorado,Colorado Mesa University,850.0,3.0,1.0,6917.0,2069.0,2866.0,4036.0,1699.0,587.0,470.0,590.0,460.0,580.0,18.0,25.0,17.0,24.0,17.0,25.0,Rocky Mountain Athletic Conference,West,New Restrictions Imposed,Lifted,>25_prohibited,Reopened to Dine-in Service with Capacity Limits,Closed,Required for General Public,Primarily in person,9492,0.08954909397387273,1
129,Colorado,Colorado School of Mines,389.0,3.0,1.0,6240.0,1282.0,3754.0,2486.0,1034.0,752.0,620.0,710.0,540.0,750.0,27.0,33.0,25.0,34.0,27.0,33.0,Rocky Mountain Athletic Conference,West,New Restrictions Imposed,Lifted,>25_prohibited,Reopened to Dine-in Service with Capacity Limits,Closed,Required for General Public,Primarily in person,6325,0.06150197628458498,1
130,Colorado,Colorado State University,1695.0,5.0,1.0,23038.0,5218.0,9440.0,13598.0,4153.0,2229.0,540.0,650.0,530.0,640.0,23.0,29.0,22.0,29.0,22.0,27.0,Mountain West Conference,West,New Restrictions Imposed,Lifted,>25_prohibited,Reopened to Dine-in Service with Capacity Limits,Closed,Required for General Public,Primarily in person,33478,0.05063026465141287,1
131,Colorado,Colorado State University-Pueblo,217.0,3.0,1.0,2684.0,634.0,1150.0,1534.0,520.0,172.0,470.0,570.0,470.0,560.0,18.0,24.0,16.0,23.0,17.0,24.0,Rocky Mountain Athletic Conference,West,New Restrictions Imposed,Lifted,>25_prohibited,Reopened to Dine-in Service with Capacity Limits,Closed,Required for General Public,Primarily in person,6736,0.03221496437054632,0
133,Colorado,Fort Lewis College,183.0,2.0,1.0,3433.0,761.0,1377.0,2056.0,399.0,493.0,500.0,610.0,480.0,590.0,17.0,23.0,16.0,23.0,17.0,23.0,Rocky Mountain Athletic Conference,West,New Restrictions Imposed,Lifted,>25_prohibited,Reopened to Dine-in Service with Capacity Limits,Closed,Required for General Public,Primarily in person,3319,0.055137089484784574,1
135,Colorado,Metropolitan State University of Denver,158.0,5.0,1.0,8326.0,2286.0,3313.0,5013.0,1924.0,350.0,450.0,560.0,440.0,550.0,17.0,23.0,16.0,23.0,16.0,23.0,Not applicable,West,New Restrictions Imposed,Lifted,>25_prohibited,Reopened to Dine-in Service with Capacity Limits,Closed,Required for General Public,Hybrid,20192,0.007824881141045958,0
139,Colorado,Regis University,177.0,3.0,1.0,4903.0,481.0,1496.0,3407.0,327.0,222.0,520.0,630.0,510.0,610.0,21.0,27.0,21.0,28.0,19.0,26.0,Not applicable,West,New Restrictions Imposed,Lifted,>25_prohibited,Reopened to Dine-in Service with Capacity Limits,Closed,Required for General Public,Hybrid,7907,0.022385228278740357,0
140,Colorado,University of Colorado Boulder,2520.0,5.0,1.0,31872.0,7113.0,15399.0,16473.0,5148.0,3371.0,580.0,670.0,560.0,690.0,25.0,31.0,24.0,32.0,24.0,29.0,Pacific-12 Conference,West,New Restrictions Imposed,Lifted,>25_prohibited,Reopened to Dine-in Service with Capacity Limits,Closed,Required for General Public,Hybrid,36681,0.06870041710967531,1
141,Colorado,University of Colorado Colorado Springs,223.0,4.0,1.0,5866.0,1772.0,2488.0,3378.0,1568.0,529.0,510.0,620.0,510.0,610.0,21.0,26.0,20.0,25.0,19.0,26.0,Not applicable,West,New Restrictions Imposed,Lifted,>25_prohibited,Reopened to Dine-in Service with Capacity Limits,Closed,Required for General Public,Hybrid,13123,0.016993065609997714,0
142,Colorado,University of Colorado Denver and Anschutz Medical Campus,110.0,5.0,1.0,6438.0,1585.0,2396.0,4042.0,1328.0,404.0,500.0,620.0,500.0,600.0,20.0,27.0,20.0,27.0,18.0,26.0,Not applicable,West,New Restrictions Imposed,Lifted,>25_prohibited,Reopened to Dine-in Service with Capacity Limits,Closed,Required for General Public,Primarily online,25645,0.004289335153051277,0
143,Colorado,University of Denver,763.0,4.0,1.0,12345.0,1351.0,5221.0,7124.0,739.0,743.0,590.0,670.0,580.0,680.0,26.0,31.0,25.0,33.0,24.0,29.0,Not applicable,West,New Restrictions Imposed,Lifted,>25_prohibited,Reopened to Dine-in Service with Capacity Limits,Closed,Required for General Public,Primarily online,11952,0.06383868808567604,1
144,Colorado,University of Northern Colorado,413.0,4.0,1.0,8425.0,1812.0,2665.0,5760.0,1599.0,441.0,490.0,610.0,480.0,590.0,19.0,26.0,18.0,26.0,17.0,25.0,Big Sky Conference,West,New Restrictions Imposed,Lifted,>25_prohibited,Reopened to Dine-in Service with Capacity Limits,Closed,Required for General Public,Hybrid,13437,0.030736027387065566,0
145,Connecticut,Albertus Magnus College,49.0,2.0,1.0,1080.0,246.0,572.0,508.0,194.0,10.0,430.0,560.0,420.0,530.0,15.0,23.0,13.0,22.0,14.0,23.0,Not applicable,Northeast,Reopened,Lifted,>25_prohibited,Reopened to Dine-in Service with Capacity Limits,Closed,Required for General Public,Primarily in person,1456,0.03365384615384615,0
146,Connecticut,Central Connecticut State University,163.0,4.0,1.0,5124.0,1377.0,2488.0,2636.0,1341.0,51.0,490.0,590.0,480.0,570.0,17.0,23.0,16.0,23.0,16.0,24.0,Northeast Conference,Northeast,Reopened,Lifted,>25_prohibited,Reopened to Dine-in Service with Capacity Limits,Closed,Required for General Public,Primarily online,11822,0.013787853155134495,0
147,Connecticut,Connecticut College,84.0,2.0,0.0,2538.0,508.0,872.0,1666.0,155.0,81.0,650.0,710.0,660.0,740.0,30.0,33.0,31.0,35.0,26.0,31.0,Not applicable,Northeast,Reopened,Lifted,>25_prohibited,Reopened to Dine-in Service with Capacity Limits,Closed,Required for General Public,Other,1844,0.0455531453362256,0
153,Connecticut,Southern Connecticut State University,175.0,3.0,1.0,6351.0,1523.0,2324.0,4027.0,1487.0,52.0,470.0,560.0,440.0,530.0,16.0,25.0,16.0,21.0,16.0,23.0,Northeast 10 Conference,Northeast,Reopened,Lifted,>25_prohibited,Reopened to Dine-in Service with Capacity Limits,Closed,Required for General Public,Primarily online,10050,0.017412935323383085,0
154,Connecticut,Trinity College,135.0,2.0,0.0,2036.0,580.0,935.0,1101.0,142.0,102.0,638.0,710.0,660.0,740.0,29.0,32.0,28.0,34.0,26.0,31.0,New England Small College Athletic Conference,Northeast,Reopened,Lifted,>25_prohibited,Reopened to Dine-in Service with Capacity Limits,Closed,Required for General Public,Primarily in person,2235,0.06040268456375839,1
156,Connecticut,University of Connecticut,832.0,5.0,1.0,17346.0,3603.0,7755.0,9591.0,3203.0,685.0,590.0,690.0,610.0,720.0,26.0,32.0,25.0,34.0,26.0,31.0,Big East Conference,Northeast,Reopened,Lifted,>25_prohibited,Reopened to Dine-in Service with Capacity Limits,Closed,Required for General Public,Primarily online,27412,0.030351670801109003,0
158,Connecticut,University of New Haven,190.0,3.0,1.0,9126.0,1285.0,3614.0,5512.0,1193.0,202.0,520.0,620.0,510.0,600.0,21.0,27.0,20.0,26.0,19.0,26.0,Northeast 10 Conference,Northeast,Reopened,Lifted,>25_prohibited,Reopened to Dine-in Service with Capacity Limits,Closed,Required for General Public,Primarily in person,6867,0.02766855977865152,0
162,Connecticut,Yale University,566.0,4.0,1.0,2241.0,1550.0,1128.0,1113.0,1061.0,773.0,720.0,770.0,740.0,800.0,33.0,35.0,35.0,36.0,31.0,35.0,Ivy Group,Northeast,Reopened,Lifted,>25_prohibited,Reopened to Dine-in Service with Capacity Limits,Closed,Required for General Public,Primarily online,13433,0.042135040571726345,0
163,Delaware,Delaware State University,143.0,2.0,1.0,4794.0,1142.0,1420.0,3374.0,1042.0,148.0,420.0,520.0,400.0,500.0,16.0,22.0,15.0,21.0,16.0,21.0,Mid-Eastern Athletic Conference,South,New Restrictions Imposed,Lifted,Expanded to New Limit Above 25,Reopened to Dine-in Service with Capacity Limits,New Service Limits,Required for General Public,Primarily online,4586,0.0311818578281727,0
165,Delaware,University of Delaware,873.0,5.0,1.0,19172.0,4617.0,7571.0,11601.0,3401.0,919.0,580.0,670.0,580.0,680.0,24.0,30.0,23.0,32.0,23.0,29.0,Colonial Athletic Association,South,New Restrictions Imposed,Lifted,Expanded to New Limit Above 25,Reopened to Dine-in Service with Capacity Limits,New Service Limits,Required for General Public,Primarily online,24120,0.03619402985074627,0
166,Delaware,Wesley College,26.0,2.0,1.0,1369.0,243.0,640.0,722.0,229.0,14.0,420.0,540.0,400.0,520.0,14.0,16.0,12.0,16.0,15.0,17.0,New Jersey Athletic Conference,South,New Restrictions Imposed,Lifted,Expanded to New Limit Above 25,Reopened to Dine-in Service with Capacity Limits,New Service Limits,Required for General Public,Hybrid,1351,0.01924500370096225,0
168,"Washington, D.C.",American University,42.0,4.0,1.0,6691.0,1754.0,2249.0,4442.0,937.0,546.0,620.0,700.0,590.0,690.0,27.0,31.0,27.0,34.0,24.0,28.0,Not applicable,South,Reopened,Lifted,Expanded to New Limit Above 25,Reopened to Dine-in Service with Capacity Limits,Closed,Required for General Public,Fully online,14311,0.00293480539445182,0
170,"Washington, D.C.",Gallaudet University,1.0,2.0,1.0,292.0,183.0,126.0,166.0,39.0,154.0,400.0,535.0,385.0,510.0,14.0,19.0,12.0,18.0,15.0,18.0,Eastern Collegiate Football Conference,South,Reopened,Lifted,Expanded to New Limit Above 25,Reopened to Dine-in Service with Capacity Limits,Closed,Required for General Public,Fully online,1557,0.0006422607578676942,0
171,"Washington, D.C.",George Washington University,221.0,5.0,1.0,11019.0,2619.0,4148.0,6871.0,1350.0,801.0,630.0,720.0,650.0,750.0,30.0,33.0,31.0,35.0,27.0,31.0,Not applicable,South,Reopened,Lifted,Expanded to New Limit Above 25,Reopened to Dine-in Service with Capacity Limits,Closed,Required for General Public,Fully online,28172,0.007844668465142694,0
172,"Washington, D.C.",Georgetown University,289.0,4.0,1.0,3269.0,1584.0,1405.0,1864.0,1199.0,735.0,690.0,760.0,690.0,790.0,31.0,35.0,33.0,36.0,29.0,34.0,Patriot League,South,Reopened,Lifted,Expanded to New Limit Above 25,Reopened to Dine-in Service with Capacity Limits,Closed,Required for General Public,Fully online,19204,0.01504894813580504,0
173,"Washington, D.C.",Howard University,54.0,3.0,1.0,7578.0,1925.0,2062.0,5516.0,1509.0,720.0,580.0,650.0,550.0,630.0,22.0,27.0,22.0,28.0,20.0,26.0,Mid-Eastern Athletic Conference,South,Reopened,Lifted,Expanded to New Limit Above 25,Reopened to Dine-in Service with Capacity Limits,Closed,Required for General Public,Fully online,9139,0.005908742750848014,0
176,Florida,AdventHealth University,3.0,2.0,1.0,143.0,64.0,29.0,114.0,59.0,29.0,510.0,600.0,510.0,560.0,18.0,21.0,19.0,23.0,18.0,21.0,Not applicable,South,New Restrictions Imposed,Lifted,Lifted,Reopened to Dine-in Service with Capacity Limits,Closed,Required for Certain Employees,Primarily online,1705,0.0017595307917888563,0
177,Florida,Ave Maria University,30.0,2.0,1.0,1227.0,321.0,544.0,683.0,237.0,158.0,530.0,630.0,510.0,600.0,20.0,28.0,20.0,28.0,18.0,26.0,The Sun Conference,South,New Restrictions Imposed,Lifted,Lifted,Reopened to Dine-in Service with Capacity Limits,Closed,Required for Certain Employees,Fully in person,1122,0.026737967914438502,0
178,Florida,Barry University,11.0,3.0,1.0,5441.0,717.0,1601.0,3832.0,612.0,217.0,480.0,550.0,450.0,530.0,17.0,21.0,15.0,21.0,16.0,20.0,Not applicable,South,New Restrictions Imposed,Lifted,Lifted,Reopened to Dine-in Service with Capacity Limits,Closed,Required for Certain Employees,Hybrid,7186,0.0015307542443640412,0
179,Florida,Bethune-Cookman University,56.0,2.0,1.0,5952.0,560.0,1734.0,4218.0,480.0,274.0,440.0,520.0,400.0,490.0,15.0,18.0,13.0,18.0,15.0,17.0,Mid-Eastern Athletic Conference,South,New Restrictions Imposed,Lifted,Lifted,Reopened to Dine-in Service with Capacity Limits,Closed,Required for Certain Employees,Primarily online,3773,0.014842300556586271,0
186,Florida,Eckerd College,21.0,2.0,0.0,3132.0,539.0,898.0,2234.0,390.0,240.0,560.0,650.0,530.0,630.0,23.0,29.0,22.0,30.0,21.0,26.0,Not applicable,South,New Restrictions Imposed,Lifted,Lifted,Reopened to Dine-in Service with Capacity Limits,Closed,Required for Certain Employees,Primarily in person,2006,0.010468594217347957,0
187,Florida,Edward Waters College,13.0,2.0,1.0,2105.0,239.0,752.0,1353.0,173.0,92.0,400.0,560.0,357.0,532.0,15.0,18.0,12.0,17.0,15.0,17.0,Independent Southeast Region,South,New Restrictions Imposed,Lifted,Lifted,Reopened to Dine-in Service with Capacity Limits,Closed,Required for Certain Employees,Primarily online,2906,0.004473503097040606,0
189,Florida,Florida A&M University,297.0,3.0,1.0,3665.0,1361.0,1088.0,2577.0,1201.0,704.0,530.0,590.0,500.0,570.0,19.0,23.0,18.0,23.0,17.0,23.0,Mid-Eastern Athletic Conference,South,New Restrictions Imposed,Lifted,Lifted,Reopened to Dine-in Service with Capacity Limits,Closed,Required for Certain Employees,Hybrid,10021,0.029637760702524697,0
190,Florida,Florida Atlantic University,379.0,5.0,1.0,11930.0,3283.0,4589.0,7341.0,2514.0,769.0,550.0,630.0,530.0,610.0,22.0,26.0,21.0,26.0,19.0,25.0,Conference USA,South,New Restrictions Imposed,Lifted,Lifted,Reopened to Dine-in Service with Capacity Limits,Closed,Required for Certain Employees,Primarily online,29772,0.012730081956200456,0
191,Florida,Florida College,54.0,1.0,1.0,278.0,237.0,128.0,150.0,95.0,147.0,490.0,640.0,480.0,580.0,20.0,27.0,20.0,28.0,18.0,26.0,Not applicable,South,New Restrictions Imposed,Lifted,Lifted,Reopened to Dine-in Service with Capacity Limits,Closed,Required for Certain Employees,Primarily in person,508,0.1062992125984252,1
193,Florida,Florida Gulf Coast University,528.0,4.0,1.0,9157.0,2774.0,3469.0,5688.0,2379.0,1348.0,540.0,620.0,520.0,590.0,21.0,25.0,20.0,25.0,19.0,25.0,Not applicable,South,New Restrictions Imposed,Lifted,Lifted,Reopened to Dine-in Service with Capacity Limits,Closed,Required for Certain Employees,Primarily in person,15031,0.03512740336637615,0
194,Florida,Florida Institute of Technology,161.0,3.0,1.0,6406.0,668.0,4107.0,2299.0,521.0,229.0,570.0,670.0,580.0,690.0,24.0,30.0,22.0,31.0,24.0,29.0,Gulf South Conference,South,New Restrictions Imposed,Lifted,Lifted,Reopened to Dine-in Service with Capacity Limits,Closed,Required for Certain Employees,Primarily in person,6271,0.025673736246212726,0
195,Florida,Florida International University,304.0,5.0,1.0,10634.0,3998.0,4246.0,6388.0,3687.0,311.0,570.0,650.0,540.0,630.0,23.0,28.0,22.0,29.0,21.0,26.0,Conference USA,South,New Restrictions Imposed,Lifted,Lifted,Reopened to Dine-in Service with Capacity Limits,Closed,Required for Certain Employees,Primarily online,57942,0.005246625936281109,0
197,Florida,Florida Polytechnic University,11.0,2.0,0.0,631.0,278.0,497.0,134.0,235.0,120.0,600.0,670.0,600.0,690.0,27.0,31.0,25.0,32.0,25.0,30.0,Not applicable,South,New Restrictions Imposed,Lifted,Lifted,Reopened to Dine-in Service with Capacity Limits,Closed,Required for Certain Employees,Primarily in person,1425,0.0077192982456140355,0
198,Florida,Florida Southern College,115.0,2.0,1.0,4188.0,685.0,1482.0,2706.0,439.0,242.0,570.0,645.0,550.0,620.0,24.0,29.0,22.0,30.0,20.0,26.0,Not applicable,South,New Restrictions Imposed,Lifted,Lifted,Reopened to Dine-in Service with Capacity Limits,Closed,Required for Certain Employees,Fully online,3154,0.03646163601775523,0
201,Florida,Florida State University,1904.0,5.0,1.0,21202.0,7106.0,8017.0,13185.0,4967.0,2139.0,610.0,670.0,590.0,670.0,26.0,30.0,25.0,33.0,24.0,28.0,Atlantic Coast Conference,South,New Restrictions Imposed,Lifted,Lifted,Reopened to Dine-in Service with Capacity Limits,Closed,Required for Certain Employees,Primarily online,41005,0.046433361785148154,0
204,Florida,Jacksonville University,161.0,2.0,1.0,4712.0,657.0,1800.0,2912.0,16.0,220.0,470.0,590.0,440.0,570.0,18.0,25.0,18.0,24.0,17.0,24.0,Pioneer Football League,South,New Restrictions Imposed,Lifted,Lifted,Reopened to Dine-in Service with Capacity Limits,Closed,Required for Certain Employees,Primarily in person,4213,0.03821504865891289,0
